dashboard_id,dashboard_name,dashboard_folder,question_id,question_name
463,Performance overview,Usage analytics,6458,Weekly cache hit rate
463,Performance overview,Usage analytics,6461,90th percentile of query run time (seconds)
463,Performance overview,Usage analytics,6460,50th and 90th percentile of query running time (seconds)
463,Performance overview,Usage analytics,6459,Total number of queries
3103,Performance | Top Make Models ,Alexa von Bogdandy's Personal Collection,24949,Top Make Models per Month (start 01/01/26) 
3070,Performance Top Models ,Alexa von Bogdandy's Personal Collection,17954,Make Model Dashboard // Modelldaten Details
464,Person overview,Usage analytics,4529,Active alerts
464,Person overview,Usage analytics,4537,Member of
464,Person overview,Usage analytics,4539,Question views per month
464,Person overview,Usage analytics,4515,Questions created per month
464,Person overview,Usage analytics,4540,Person detail
464,Person overview,Usage analytics,4536,Last viewed questions
464,Person overview,Usage analytics,4517,Last viewed tables
464,Person overview,Usage analytics,4523,Last viewed dashboards
464,Person overview,Usage analytics,4544,Last viewed models
464,Person overview,Usage analytics,4492,Last queries
464,Person overview,Usage analytics,4524,Recent activity
464,Person overview,Usage analytics,8948,Last downloads
464,Person overview,Usage analytics,8946,Most viewed dashboards
464,Person overview,Usage analytics,8945,Most viewed questions
464,Person overview,Usage analytics,8947,Most viewed tables
464,Person overview,Usage analytics,8944,Most viewed models
3598,Pricing Changes,Carwow / UK,22212,Model Reserve v CAP - all segments - Duplicate
3598,Pricing Changes,Carwow / UK,22213,Valuation v CAP - all segments
3598,Pricing Changes,Carwow / UK,22214,Price Drop
3598,Pricing Changes,Carwow / UK,22215,% of Stock
3598,Pricing Changes,Carwow / UK,23101,Auction Stats
3598,Pricing Changes,Carwow / UK,23266,S2CL and CL
3598,Pricing Changes,Carwow / UK,23267,CL2U and U
3598,Pricing Changes,Carwow / UK,23268,U2S and S
3598,Pricing Changes,Carwow / UK,23269,S2GS
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14719,Volume Upload by Week
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14721,Valuation and Reserve v CAP
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14722,Max offer v Val and Auction Reserve
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14752,Max Offer v Val by Pricing Segment
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14753,Max Offer v Val by Pricing Segment - Graph
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14930,Valuation and Reserve v CAP - A. £0-2.5k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14931,Max offer v Val and Auction Reserve - A. £0-2.5k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14935,S2CL - A. £0-2.5k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14936,CL2U - A. £0-2.5k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14937,U2S - A. £0-2.5k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14938,Valuation and Reserve v CAP - B. £2.5-5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14939,Max offer v Val and Auction Reserve - B. £2.5-5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14940,S2CL - B. £2.5-5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14941,CL2U - B. £2.5-5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14942,U2S - B. £2.5-5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14943,Valuation and Reserve v CAP - C. £5-7.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14944,Max offer v Val and Auction Reserve - C. £5-7.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14945,S2CL - C. £5-7.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14946,CL2U - C. £5-7.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14948,U2S - C. £5-7.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14949,Valuation and Reserve v CAP - D. £7.5-12.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14950,Max offer v Val and Auction Reserve - D. £7.5-12.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14951,S2CL - D. £7.5-12.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14952,CL2U - D. £7.5-12.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14953,U2S - D. £7.5-12.5k High
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14954,Valuation and Reserve v CAP - E. £2.5-7.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14955,Max offer v Val and Auction Reserve - E. £2.5-7.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14956,S2CL - E. £2.5-7.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14957,CL2U - E. £2.5-7.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14959,U2S - E. £2.5-7.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14960,Valuation and Reserve v CAP - F. £7.5-10k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14961,Max offer v Val and Auction Reserve - F. £7.5-10k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14962,S2CL - F. £7.5-10k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14963,CL2U - F. £7.5-10k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14964,U2S - F. £7.5-10k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14965,Valuation and Reserve v CAP - G. £10-12.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14966,Max offer v Val and Auction Reserve - G. £10-12.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14967,S2CL - G. £10-12.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14968,CL2U - G. £10-12.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14969,U2S - G. £10-12.5k Low
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14970,Valuation and Reserve v CAP - H. £12.5-15k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14971,Max offer v Val and Auction Reserve - H. £12.5-15k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14973,S2CL - H. £12.5-15k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14974,CL2U - H. £12.5-15k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14975,U2S - H. £12.5-15k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14976,Valuation and Reserve v CAP - I. £15-20k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14977,Max offer v Val and Auction Reserve - I. £15-20k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14978,S2CL - I. £15-20k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14979,CL2U - I. £15-20k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14980,U2S - I. £15-20k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14981,Valuation and Reserve v CAP - J. £20-30k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14982,Max offer v Val and Auction Reserve - J. £20-30k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14983,S2CL - J. £20-30k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14984,CL2U - J. £20-30k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14985,U2S - J. £20-30k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14986,Valuation and Reserve v CAP - K. £30-50k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14987,Max offer v Val and Auction Reserve - K. £30-50k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14988,S2CL - K. £30-50k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14989,CL2U - K. £30-50k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14990,U2S - K. £30-50k
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14991,Valuation and Reserve v CAP - L. £50k+
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14992,Max offer v Val and Auction Reserve - L. £50k+
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14993,S2CL - L. £50k+
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14994,CL2U - L. £50k+
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,14995,U2S - L. £50k+
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15445,Valuation and Reserve v CAP - No Val
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15446,Max offer v Val and Auction Reserve - No Val
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15447,S2CL - No Val
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15448,CL2U - No Val
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15449,U2S - No Val
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,15680,Volume by Signup Week
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,22210,Valuation v CAP - all segments
2839,Pricing Segments,Carwow / UK / SMC Trading / Laura B,22211,Model Reserve v CAP - all segments
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10851,Conversion by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10854,Reserve vs Limit by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10858,Uploads by Team (Completion Date)
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10859,Auction Success Listing State by Completion Day
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10861,Completed Listings by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10862,Remaining Pipeline by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10863,Remaining Pipeline % by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10872,% BIN by Channel
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10873,CLs by Channel
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10848,Completed Listings by Team
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,10924,Completed Listings by Team - NEW
2048,Project Connect Tracking,Carwow / UK / SMC Trading / Matt C,12937,Auction Success Pending Update Tracking
466,Question overview,Usage analytics,4555,Question metadata
466,Question overview,Usage analytics,4520,Question views per month
466,Question overview,Usage analytics,4505,Dashboards with this question
466,Question overview,Usage analytics,4553,Most active people on this question
466,Question overview,Usage analytics,4554,Last activity on question
466,Question overview,Usage analytics,4552,Alerts on this question
466,Question overview,Usage analytics,4542,Last downloads
1024,Salestrail Call Dashboard,Our analytics (root),6660,Salestrail Calls - today
3037,Salestrail Call Dashboard - Duplicate,Carwow / Germany / OPS / Partner Operations  / Tenios / Phonenumbers,17491,Salestrail Calls - today
1618,SMC Affiliate,Alexa von Bogdandy's Personal Collection,8747,Affiliate SMC Reporting  
1618,SMC Affiliate,Alexa von Bogdandy's Personal Collection,9543,Cupra Deal Mar / Apr 2025
2245,SMC DE Auction Metrics,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11882,SMC DE Bidding Dealers & Bids (Auctions vs 2nd Chance)
2245,SMC DE Auction Metrics,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11929,Auction / 2nd Chance Sales
2245,SMC DE Auction Metrics,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11953,"SMC DE - Auction vs 2nd Chance U2S & % offers, Bids"
2245,SMC DE Auction Metrics,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11957,SMC DE Offer vs Trade in
2245,SMC DE Auction Metrics,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11960,Sales : Offer accepted vs reserve
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11255,SMC DE Cross Sell Enquiries
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11257,SMC DE Cross Sales Sales
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),21055,SMC GYC Buyer Seller
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),21484,Auto Weber 2025
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),21583,SMC DE Forecast EOM Invoice
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22111,Configs lats 90 day Alexa
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22112,Configs lats 90 day Alexa - Modified
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22177,Configs lats 90 day Moritz (Used)
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22178,Moritz Configs Used (+CEs) models
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22216,DE SMC Cancellations !
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22342,Used Anfragen (Jan) -> alle (nicht nur CEs)
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22542,Churn DE over time (Edu)
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22543,Used Händler (Moritz) Liste ; verloren/ pausiert & gewonnen/reaktiviert
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22606,GYC DE : 2025 Churn (Suspended or Paused > 6 weeks) by Bucket (average past 6 months before churn)
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22607,GYC DE : Strategic vs non Strategic Churn
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22672,GYC DE : Churn / Redistibution
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22705,Churn Effect on CEs per make (June)
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22706,GYC DE Churn Effect CEs
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22871,Pausierte Händler GYC  (letzte 8 Wochen) -> Reaktivieren
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),22969,GYC DE : Reactivations
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),23398,SMC DE Gross Revenue per Week
2179,SMC DE & GYC DE Cross Sell,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),23497,Q4 Händler Neu/Reaktiviert
3631,SMC DE Invoicing,Our analytics (root),24190,SMC DE - Gross Sales (& cancellation info)
3631,SMC DE Invoicing,Our analytics (root),24223,Forecast Gross Sales SMC DE (March)
3631,SMC DE Invoicing,Our analytics (root),24224,SMC DE - cancellation %
3631,SMC DE Invoicing,Our analytics (root),21584,SMC DE Forecast Revenue / Based on Invoicing Logic &  current Month Runrate
1915,SMC DE - Liquidity,Our analytics (root),10576,SMC DE - Liquidity Fuel Types
1915,SMC DE - Liquidity,Our analytics (root),10577,SMC DE - Liquidity Mileage
1915,SMC DE - Liquidity,Our analytics (root),10578,SMC DE - Liquidity Makes
1915,SMC DE - Liquidity,Our analytics (root),10845,SMC DE : Max offers vs Reserve over time
1915,SMC DE - Liquidity,Our analytics (root),10846,SMC DE - Max offer vs Trade-in
1915,SMC DE - Liquidity,Our analytics (root),10852,SMC DE - Reserve vs Trade in
1915,SMC DE - Liquidity,Our analytics (root),11320,SMC DE Trade-in vs Max Offer (AU Data Quality)
1915,SMC DE - Liquidity,Our analytics (root),11386,SMC DE Sold cars max offer vs trade-in (per Car Type)
1915,SMC DE - Liquidity,Our analytics (root),11554,Used Enquiries
1915,SMC DE - Liquidity,Our analytics (root),12508,SMC DE - Priority Scores Pre Qual
1915,SMC DE - Liquidity,Our analytics (root),12509,SMC DE Pre Qual Prio
1915,SMC DE - Liquidity,Our analytics (root),10603,SMC DE - Liduidity Sums
1948,SMC DE - Liquidity - Laura Copy UK,Laura Brenninkmeijer's Personal Collection,10604,SMC UK - Liquidity Fuel Type
1948,SMC DE - Liquidity - Laura Copy UK,Laura Brenninkmeijer's Personal Collection,10605,SMC UK - Liquidity Mileage
1948,SMC DE - Liquidity - Laura Copy UK,Laura Brenninkmeijer's Personal Collection,10606,SMC UK - Liquidity Makes
1948,SMC DE - Liquidity - Laura Copy UK,Laura Brenninkmeijer's Personal Collection,10607,SMC DE - Liduidity Sums
1948,SMC DE - Liquidity - Laura Copy UK,Laura Brenninkmeijer's Personal Collection,10624,SMC UK - Liquidity Total - Modified
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10234,SMC DE average CL milage etc over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10236,SMC DE: Top 10 Makes over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10235,SMC DE : Top 10 Models over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10264,SMC DE - Pre Qual : Reserves vs Trade-in +1-10% Buckets
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10297,SMC DE Sold cars average milage etc over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10300,SMC DE - Distribution per Metric (for buckets)
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10301,SMC DE - CL Age over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10302,SMC DE - Listing mileage buckets over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10303,SMC DE - Listing Values buckets over time
1816,SMC DE - Listing Types over Time,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),10495,SMC DE Top Models
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10614,SMC DE - New Bidding Dealers
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10617,SMC DE - Weekly Active Dealers
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10613,SMC DE - Buy Now Enabled
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10608,SMC DE - Collections
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10610,SMC DE - Invoice (Sales after 20 previous month considered)
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10615,SMC DE - Revenue (Collections current month)
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10612,SMC DE - CL2U (weekly cohort)
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10620,SMC DE - Buying Dealers WoW
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10609,SMC DE - U2S (weekly cohort)
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10619,SMC DE Pricing / Ranges
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10618,SMC DE - Bid Quality
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10616,SMC DE - New Buying Dealers
1949,SMC DE - May Tracking - Duplicate,Laura Brenninkmeijer's Personal Collection,10611,SMC DE - New Buying Dealers
1882,SMC DE - Monthly Tracking,Our analytics (root),10562,SMC DE - Weekly Active Dealers
1882,SMC DE - Monthly Tracking,Our analytics (root),10564,SMC DE - Collections
1882,SMC DE - Monthly Tracking,Our analytics (root),10601,SMC DE - New Buying Dealers
1882,SMC DE - Monthly Tracking,Our analytics (root),10602,SMC DE - New Buying Dealers
1882,SMC DE - Monthly Tracking,Our analytics (root),10621,SMC DE Churn WoW
1882,SMC DE - Monthly Tracking,Our analytics (root),10622,SMC DE - Reactivation WoW
1882,SMC DE - Monthly Tracking,Our analytics (root),10397,SMC DE - New Active Dealer Conversion to Buyers
1882,SMC DE - Monthly Tracking,Our analytics (root),10793,SMC DE - Sales per Week
1882,SMC DE - Monthly Tracking,Our analytics (root),10794,SMC DE - Collection / Cancellation Rate %
1882,SMC DE - Monthly Tracking,Our analytics (root),10869,SMC DE - Comletion 2 Upload TimeFrame
1882,SMC DE - Monthly Tracking,Our analytics (root),10958,SMC DE - Collections / Cancellations since Launch
1882,SMC DE - Monthly Tracking,Our analytics (root),12046,SMC DE Rejections - Modified
1882,SMC DE - Monthly Tracking,Our analytics (root),12047,SMC DE - Total Bids per Week
1882,SMC DE - Monthly Tracking,Our analytics (root),12807,SMC DE : Dealer / Upload Ratio
1882,SMC DE - Monthly Tracking,Our analytics (root),14488,SMC DE - Buying Dealers +10 cars per month
1882,SMC DE - Monthly Tracking,Our analytics (root),8924,SMC DE - Uploads
1882,SMC DE - Monthly Tracking,Our analytics (root),10596,SMC DE - CL2U (weekly cohort)
1882,SMC DE - Monthly Tracking,Our analytics (root),10563,SMC DE - Buy Now Enabled
1882,SMC DE - Monthly Tracking,Our analytics (root),10597,SMC DE - Buying Dealers WoW
1882,SMC DE - Monthly Tracking,Our analytics (root),10598,SMC DE - U2S (weekly cohort)
1882,SMC DE - Monthly Tracking,Our analytics (root),10600,SMC DE - Bid Quality
1882,SMC DE - Monthly Tracking,Our analytics (root),9870,SMC DE Pricing / Ranges
1882,SMC DE - Monthly Tracking,Our analytics (root),25741,SMC DE - Revenue Monthly Tracker
1882,SMC DE - Monthly Tracking,Our analytics (root),26005,SMC DE CL by Channel
1882,SMC DE - Monthly Tracking,Our analytics (root),28217,SMC DE: RPS Tracker - Duplicate
2146,SMC DE Pre Qual : Buy Now / Pricing,Carwow / Germany / MARKETPLACE / Selina (mainly SMC),11129,SMC DE - U2S impact Buy Now
2377,SMC DE Pricing,Selina Dilger's Personal Collection,12013,SMC DE Pricing Sold cars
2377,SMC DE Pricing,Selina Dilger's Personal Collection,19671,SMC DE Pricing Tool Raw Data.
2377,SMC DE Pricing,Selina Dilger's Personal Collection,20692,SMC DE - Uploads
430,SMC Office Screens,Carwow / UK,4469,SMC Cars Collected 2024
430,SMC Office Screens,Carwow / UK,4795,Cars Collected MTD
430,SMC Office Screens,Carwow / UK,4796,Collected Revenue MTD
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,10364,SMC DE Buying dealers
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,10399,SMC DE - Retention Bidding Dealers Monthlx
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,10429,SMC DE Invoicing per month (in Pound!!)
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,9507,SMC DE - Active Dealer Segmentation
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,10569,SMC DE - Churn
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,10570,SMC DE - Reactivation
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,11125,SMC DE New Bidding Dealer Bids
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,13368,Verkaufte Autos an Händler
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,13369,SMC DE - Sum of Sales per Dealer
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,13736,SMC DE - top buying dealers per week
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,14423,SMC DE : Top Bidding Dealers
1354,SMC Office Screens - DE - Commercial,Selina Dilger's Personal Collection,14456,SMC DE : Monthly Buying Dealers
1585,SMC Office Screens - DE - Sales,Our analytics (root),8917,SMC DE - CL2U Rate Daily
1585,SMC Office Screens - DE - Sales,Our analytics (root),8918,SMC DE - Uploads vs Yesterday Uploads
1585,SMC Office Screens - DE - Sales,Our analytics (root),8919,SMC DE - Completed Listings vs Previous Day
1585,SMC Office Screens - DE - Sales,Our analytics (root),8920,SMC DE - Gross Sales
1585,SMC Office Screens - DE - Sales,Our analytics (root),8921,SMC DE - Collections (Net Sales)
1585,SMC Office Screens - DE - Sales,Our analytics (root),8922,SMC DE Collections Today vs Yesterday
1585,SMC Office Screens - DE - Sales,Our analytics (root),8923,SMC DE Sales Today vs Yesterday
1585,SMC Office Screens - DE - Sales,Our analytics (root),8925,SMC DE Upload 2 Sale
1420,Springer SMC ,Alexa von Bogdandy's Personal Collection,8292,Autobild SMC Report
1420,Springer SMC ,Alexa von Bogdandy's Personal Collection,8449,Autobild SMC Report (Monthly) - Content Overview
2212,sqi,Our analytics (root),11888,Pricing Test by Valuation Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11089,Uploads SH
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11127,U2S by Service History
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11131,Uploads Mileage
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11132,U2S by Mileage Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11133,Uploads Age
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11134,U2S by Age Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11135,Avg Mileage Over Time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11136,Avg Age Over Time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11137,Cars with SH = none over Time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11200,Uploads SQI Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11201,U2S by SQI Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11202,Uploads SH - % over Time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11203,Uploads Mileage - % over time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11205,Uploads Age - % over time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11749,Uploads SQI Band - Over time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11750,Uploads SQI Band - Over time - Modified
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11783,Uploads Valuation Band
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11784,Uploads Valuation Band - % over time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11785,U2S by Valuation Band - Modified
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,11786,Avg Valuation Over Time
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,13664,Uploads Grade
2113,Stock Mix,Carwow / UK / SMC Trading / Laura B,13944,Uploads Fuel Type
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10660,Signups by Fuel Type
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10661,Uploads by Fuel Type
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10662,Sales by Fuel Type
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10664,Uploads by Mileage Band
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10665,Sales by Mileage Band
1981,Stock Mix,Laura Brenninkmeijer's Personal Collection,10666,Signups by Mileage Band
